name,n_points,r_max,v_max,slope_full,slope_err,alpha_full,r2_full,slope_inner,alpha_inner,slope_outer,alpha_outer,struct_proxy,bar_ratio
UGC00891,5,7.39,63.75,0.5023320647913864,0.06725083109699702,0.9953358704172273,0.9224671484269062,0.7260002777990839,0.5479994444018321,0.32177366769314764,1.3564526646137047,1.0914650613077148,0.5397292227758476
UGC07399,10,6.13,106.0,0.23738070009444173,0.01174970790786936,1.5252385998111166,0.8629351391191891,0.37376200515708985,1.2524759896858204,0.2409052278130963,1.5181895443738074,0.9706073782143968,0.4478032468329006
UGC08699,41,25.7,202.0,-0.012535097519946813,0.002506229385754133,2.0250701950398935,-0.08582934992231617,-0.02435281860758366,2.0487056372151673,-0.020104164183836558,2.0402083283676733,0.8868072143023057,0.9550195734349971
F563-V1,6,7.87,29.5,0.3025755009892173,0.1325521199164053,1.3948489980215655,0.68888474277588,0.7905428302560888,0.4189143394878223,-0.19054977593924527,2.3810995518784903,0.5008972810299525,1.0066090617178696
UGC07690,7,4.13,60.7,-0.053834031250566704,0.01403857249533696,2.1076680625011335,-0.7911369042726881,0.11249714251888528,1.7750057149622294,-0.09296780592423687,2.185935611848474,1.5684022865385314,0.7920483319255966
UGC12632,15,10.66,73.2,0.25402852548727967,0.0109534656122771,1.4919429490254408,0.7813744260733125,0.47992114362829247,1.0401577127434152,0.17798279317395455,1.6440344136520908,0.7768297568231808,0.5407880453505152
NGC4010,12,10.47,129.0,0.5163291507006307,0.015479424206458347,0.9673416985987386,0.9626250553037141,0.5422819530748397,0.9154360938503205,-0.07500614100721986,2.1500122820144396,0.7485677071350134,0.9157455643963686
UGC08286,17,8.04,84.3,0.14819110403781108,0.008265885446174442,1.7036177919243778,0.44029402677592044,0.2884265059302863,1.4231469881394274,0.0740717834624029,1.851856433075194,1.2404863691217114,0.5153529672516283
NGC4183,23,21.02,115.0,0.10617202683223112,0.011082366663972495,1.7876559463355377,0.548694367636356,0.31480003121506483,1.3703999375698703,0.021723922544461476,1.9565521549110771,1.1770185652293865,0.6902637726794099
UGC02953,115,62.39,319.0,0.03617601684429785,0.0017094272026810333,1.9276479663114043,0.1232298669523858,0.13896707853196233,1.7220658429360753,-0.09766067432178081,2.1953213486435614,1.1254724817461295,0.9920423928769262
UGC07577,9,1.69,17.8,0.7901782667774431,0.012052720182410786,0.41964346644511386,0.9807670320591694,0.7116039776450483,0.5767920447099033,0.8626340025967315,0.274731994806537,0.5435659835101335,1.0762726155433133
NGC2403,73,20.87,136.0,0.1885065217286578,0.0023227460185774517,1.6229869565426844,0.7906996113301806,0.2949590370992569,1.410081925801486,0.08029778223003295,1.8394044355399342,1.3963235045417663,0.7785439525340391
UGC07524,31,10.69,83.8,0.41127534226509793,0.008107142264815492,1.1774493154698042,0.9493212859147897,0.5577460003557485,0.884507999288503,0.2590533751371705,1.481893249725659,0.5109846129886731,0.5982392571917327
ESO444-G084,7,4.44,63.1,0.37839063418404967,0.03353208490049223,1.2432187316319006,0.9176164087359988,0.5667779562255688,0.8664440875488624,0.20686406108591682,1.5862718778281664,1.262517996508575,0.3964788583834716
NGC0024,29,11.27,110.0,0.3684392154319892,0.011271541471427978,1.2631215691360216,0.5920160254342175,0.6200385946940086,0.7599228106119829,0.12029039151666589,1.7594192169666683,0.8918950309817845,0.652375843707989
NGC3198,43,44.08,157.0,0.20677492919624638,0.008900741313151175,1.5864501416075072,0.6706948068547445,0.5345312126475853,0.9309375747048294,-0.011025142255508887,2.022050284511018,1.2639163358253838,0.8346986233415195
IC4202,32,25.9,250.0,0.09347632151973845,0.00776475493375032,1.813047356960523,0.216021003552183,0.33139637361240065,1.3372072527751988,-0.019890991136863594,2.0397819822737273,0.6571410714061409,0.9843454766241361
NGC4559,32,20.97,124.0,0.13810421081658508,0.005522570342944771,1.7237915783668298,0.6551529849487294,0.2553055731570165,1.489388853685967,-0.025679759027825256,2.0513595180556505,1.5317730785039267,0.880646792885102
UGC08490,30,10.15,80.1,0.02998538326341177,0.004018575484976141,1.9400292334731764,0.15261396180080034,0.11976408011739342,1.7604718397652133,-0.06544419935275791,2.130888398705516,1.8346608173269905,0.5121443411512345
