z,alpha,epsilon,N_dyn,M_halo,M_star_target,A_available,A_needed,feasible,margin
7,2.0,0.02,5,100000000000.0,10000000000.0,161.965,10.03028476916192,True,16.147597374100574
7,2.0,0.02,5,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.02,5,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.02,5,500000000000.0,10000000000.0,161.965,1.34897642557061,True,100.0
7,2.0,0.02,5,500000000000.0,30000000000.0,161.965,4.767032648414858,True,33.976062667382166
7,2.0,0.02,5,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.02,5,1000000000000.0,10000000000.0,161.965,0.6515287039029622,True,100.0
7,2.0,0.02,5,1000000000000.0,30000000000.0,161.965,2.099309914823374,True,77.15154339831096
7,2.0,0.02,5,1000000000000.0,100000000000.0,161.965,10.03028476916192,True,16.147597374100574
7,2.0,0.02,5,5000000000000.0,10000000000.0,161.965,0.12692049860014096,True,100.0
7,2.0,0.02,5,5000000000000.0,30000000000.0,161.965,0.38574996826878793,True,100.0
7,2.0,0.02,5,5000000000000.0,100000000000.0,161.965,1.34897642557061,True,100.0
7,2.0,0.02,7,100000000000.0,10000000000.0,161.965,7.164489120829943,True,22.606636323740805
7,2.0,0.02,7,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.02,7,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.02,7,500000000000.0,10000000000.0,161.965,0.963554589693293,True,100.0
7,2.0,0.02,7,500000000000.0,30000000000.0,161.965,3.405023320296327,True,47.566487734335034
7,2.0,0.02,7,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.02,7,1000000000000.0,10000000000.0,161.965,0.465377645644973,True,100.0
7,2.0,0.02,7,1000000000000.0,30000000000.0,161.965,1.4995070820166958,True,100.0
7,2.0,0.02,7,1000000000000.0,100000000000.0,161.965,7.164489120829943,True,22.606636323740805
7,2.0,0.02,7,5000000000000.0,10000000000.0,161.965,0.09065749900010069,True,100.0
7,2.0,0.02,7,5000000000000.0,30000000000.0,161.965,0.27553569162056285,True,100.0
7,2.0,0.02,7,5000000000000.0,100000000000.0,161.965,0.963554589693293,True,100.0
7,2.0,0.02,10,100000000000.0,10000000000.0,161.965,5.01514238458096,True,32.29519474820115
7,2.0,0.02,10,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.02,10,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.02,10,500000000000.0,10000000000.0,161.965,0.674488212785305,True,100.0
7,2.0,0.02,10,500000000000.0,30000000000.0,161.965,2.383516324207429,True,67.95212533476433
7,2.0,0.02,10,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.02,10,1000000000000.0,10000000000.0,161.965,0.3257643519514811,True,100.0
7,2.0,0.02,10,1000000000000.0,30000000000.0,161.965,1.049654957411687,True,100.0
7,2.0,0.02,10,1000000000000.0,100000000000.0,161.965,5.01514238458096,True,32.29519474820115
7,2.0,0.02,10,5000000000000.0,10000000000.0,161.965,0.06346024930007048,True,100.0
7,2.0,0.02,10,5000000000000.0,30000000000.0,161.965,0.19287498413439397,True,100.0
7,2.0,0.02,10,5000000000000.0,100000000000.0,161.965,0.674488212785305,True,100.0
7,2.0,0.05,3,100000000000.0,10000000000.0,161.965,6.584320943646719,True,24.598588280585222
7,2.0,0.05,3,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.05,3,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,3,500000000000.0,10000000000.0,161.965,0.8855275733225669,True,100.0
7,2.0,0.05,3,500000000000.0,30000000000.0,161.965,3.1292903071413227,True,51.75774188491917
7,2.0,0.05,3,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,3,1000000000000.0,10000000000.0,161.965,0.4276921532362153,True,100.0
7,2.0,0.05,3,1000000000000.0,30000000000.0,161.965,1.3780795418564864,True,100.0
7,2.0,0.05,3,1000000000000.0,100000000000.0,161.965,6.584320943646719,True,24.598588280585222
7,2.0,0.05,3,5000000000000.0,10000000000.0,161.965,0.08331620849692165,True,100.0
7,2.0,0.05,3,5000000000000.0,30000000000.0,161.965,0.25322327865427685,True,100.0
7,2.0,0.05,3,5000000000000.0,100000000000.0,161.965,0.8855275733225669,True,100.0
7,2.0,0.05,5,100000000000.0,10000000000.0,161.965,3.950592566188031,True,40.99764713430871
7,2.0,0.05,5,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.05,5,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,5,500000000000.0,10000000000.0,161.965,0.53131654399354,True,100.0
7,2.0,0.05,5,500000000000.0,30000000000.0,161.965,1.8775741842847935,True,86.26290314153195
7,2.0,0.05,5,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,5,1000000000000.0,10000000000.0,161.965,0.2566152919417291,True,100.0
7,2.0,0.05,5,1000000000000.0,30000000000.0,161.965,0.8268477251138917,True,100.0
7,2.0,0.05,5,1000000000000.0,100000000000.0,161.965,3.950592566188031,True,40.99764713430871
7,2.0,0.05,5,5000000000000.0,10000000000.0,161.965,0.049989725098152984,True,100.0
7,2.0,0.05,5,5000000000000.0,30000000000.0,161.965,0.1519339671925661,True,100.0
7,2.0,0.05,5,5000000000000.0,100000000000.0,161.965,0.53131654399354,True,100.0
7,2.0,0.05,7,100000000000.0,10000000000.0,161.965,2.821851832991451,True,57.39670598803218
7,2.0,0.05,7,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.05,7,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,7,500000000000.0,10000000000.0,161.965,0.37951181713824295,True,100.0
7,2.0,0.05,7,500000000000.0,30000000000.0,161.965,1.341124417346281,True,100.0
7,2.0,0.05,7,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,7,1000000000000.0,10000000000.0,161.965,0.18329663710123512,True,100.0
7,2.0,0.05,7,1000000000000.0,30000000000.0,161.965,0.5906055179384941,True,100.0
7,2.0,0.05,7,1000000000000.0,100000000000.0,161.965,2.821851832991451,True,57.39670598803218
7,2.0,0.05,7,5000000000000.0,10000000000.0,161.965,0.035706946498680704,True,100.0
7,2.0,0.05,7,5000000000000.0,30000000000.0,161.965,0.10852426228040436,True,100.0
7,2.0,0.05,7,5000000000000.0,100000000000.0,161.965,0.37951181713824295,True,100.0
7,2.0,0.05,10,100000000000.0,10000000000.0,161.965,1.9752962830940155,True,81.99529426861741
7,2.0,0.05,10,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.05,10,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,10,500000000000.0,10000000000.0,161.965,0.26565827199677,True,100.0
7,2.0,0.05,10,500000000000.0,30000000000.0,161.965,0.9387870921423968,True,100.0
7,2.0,0.05,10,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.05,10,1000000000000.0,10000000000.0,161.965,0.12830764597086455,True,100.0
7,2.0,0.05,10,1000000000000.0,30000000000.0,161.965,0.41342386255694585,True,100.0
7,2.0,0.05,10,1000000000000.0,100000000000.0,161.965,1.9752962830940155,True,81.99529426861741
7,2.0,0.05,10,5000000000000.0,10000000000.0,161.965,0.024994862549076492,True,100.0
7,2.0,0.05,10,5000000000000.0,30000000000.0,161.965,0.07596698359628305,True,100.0
7,2.0,0.05,10,5000000000000.0,100000000000.0,161.965,0.26565827199677,True,100.0
7,2.0,0.1,3,100000000000.0,10000000000.0,161.965,3.205484620077397,True,50.52746127232684
7,2.0,0.1,3,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.1,3,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,3,500000000000.0,10000000000.0,161.965,0.4311067217461339,True,100.0
7,2.0,0.1,3,500000000000.0,30000000000.0,161.965,1.5234512468560177,True,100.0
7,2.0,0.1,3,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,3,1000000000000.0,10000000000.0,161.965,0.20821594680151914,True,100.0
7,2.0,0.1,3,1000000000000.0,30000000000.0,161.965,0.6708987630572111,True,100.0
7,2.0,0.1,3,1000000000000.0,100000000000.0,161.965,3.205484620077397,True,50.52746127232684
7,2.0,0.1,3,5000000000000.0,10000000000.0,161.965,0.040561331567189426,True,100.0
7,2.0,0.1,3,5000000000000.0,30000000000.0,161.965,0.12327821382326126,True,100.0
7,2.0,0.1,3,5000000000000.0,100000000000.0,161.965,0.4311067217461339,True,100.0
7,2.0,0.1,5,100000000000.0,10000000000.0,161.965,1.9232907720464383,True,84.21243545387807
7,2.0,0.1,5,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.1,5,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,5,500000000000.0,10000000000.0,161.965,0.2586640330476803,True,100.0
7,2.0,0.1,5,500000000000.0,30000000000.0,161.965,0.9140707481136106,True,100.0
7,2.0,0.1,5,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,5,1000000000000.0,10000000000.0,161.965,0.12492956808091148,True,100.0
7,2.0,0.1,5,1000000000000.0,30000000000.0,161.965,0.4025392578343266,True,100.0
7,2.0,0.1,5,1000000000000.0,100000000000.0,161.965,1.9232907720464383,True,84.21243545387807
7,2.0,0.1,5,5000000000000.0,10000000000.0,161.965,0.024336798940313653,True,100.0
7,2.0,0.1,5,5000000000000.0,30000000000.0,161.965,0.07396692829395675,True,100.0
7,2.0,0.1,5,5000000000000.0,100000000000.0,161.965,0.2586640330476803,True,100.0
7,2.0,0.1,7,100000000000.0,10000000000.0,161.965,1.3737791228903133,True,100.0
7,2.0,0.1,7,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.1,7,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,7,500000000000.0,10000000000.0,161.965,0.18476002360548596,True,100.0
7,2.0,0.1,7,500000000000.0,30000000000.0,161.965,0.6529076772240077,True,100.0
7,2.0,0.1,7,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,7,1000000000000.0,10000000000.0,161.965,0.08923540577207964,True,100.0
7,2.0,0.1,7,1000000000000.0,30000000000.0,161.965,0.28752804131023335,True,100.0
7,2.0,0.1,7,1000000000000.0,100000000000.0,161.965,1.3737791228903133,True,100.0
7,2.0,0.1,7,5000000000000.0,10000000000.0,161.965,0.017383427814509755,True,100.0
7,2.0,0.1,7,5000000000000.0,30000000000.0,161.965,0.05283352020996911,True,100.0
7,2.0,0.1,7,5000000000000.0,100000000000.0,161.965,0.18476002360548596,True,100.0
7,2.0,0.1,10,100000000000.0,10000000000.0,161.965,0.9616453860232191,True,100.0
7,2.0,0.1,10,100000000000.0,30000000000.0,161.965,inf,False,0.0
7,2.0,0.1,10,100000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,10,500000000000.0,10000000000.0,161.965,0.12933201652384016,True,100.0
7,2.0,0.1,10,500000000000.0,30000000000.0,161.965,0.4570353740568053,True,100.0
7,2.0,0.1,10,500000000000.0,100000000000.0,161.965,inf,False,0.0
7,2.0,0.1,10,1000000000000.0,10000000000.0,161.965,0.06246478404045574,True,100.0
7,2.0,0.1,10,1000000000000.0,30000000000.0,161.965,0.2012696289171633,True,100.0
7,2.0,0.1,10,1000000000000.0,100000000000.0,161.965,0.9616453860232191,True,100.0
7,2.0,0.1,10,5000000000000.0,10000000000.0,161.965,0.012168399470156827,True,100.0
7,2.0,0.1,10,5000000000000.0,30000000000.0,161.965,0.036983464146978375,True,100.0
7,2.0,0.1,10,5000000000000.0,100000000000.0,161.965,0.12933201652384016,True,100.0
10,0.5,0.01,3,100000000000.0,10000000000.0,4.526884317112604,33.60400263508838,False,0.13471265212870073
10,0.5,0.01,3,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,3,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,3,500000000000.0,10000000000.0,4.526884317112604,4.519413795599994,True,1.0016529846237763
10,0.5,0.01,3,500000000000.0,30000000000.0,4.526884317112604,15.970770657618129,False,0.2834480823850075
10,0.5,0.01,3,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,3,1000000000000.0,10000000000.0,4.526884317112604,2.182786709117553,True,2.0739013565565974
10,0.5,0.01,3,1000000000000.0,30000000000.0,4.526884317112604,7.033221641571221,False,0.6436430625697298
10,0.5,0.01,3,1000000000000.0,100000000000.0,4.526884317112604,33.60400263508838,False,0.13471265212870073
10,0.5,0.01,3,5000000000000.0,10000000000.0,4.526884317112604,0.42521592034143535,True,10.646083790742487
10,0.5,0.01,3,5000000000000.0,30000000000.0,4.526884317112604,1.2923604113457998,True,3.5028033026781835
10,0.5,0.01,3,5000000000000.0,100000000000.0,4.526884317112604,4.519413795599994,True,1.0016529846237763
10,0.5,0.01,5,100000000000.0,10000000000.0,4.526884317112604,20.16240158105303,False,0.22452108688116787
10,0.5,0.01,5,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,5,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,5,500000000000.0,10000000000.0,4.526884317112604,2.7116482773599966,True,1.6694216410396272
10,0.5,0.01,5,500000000000.0,30000000000.0,4.526884317112604,9.582462394570877,False,0.47241347064167916
10,0.5,0.01,5,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,5,1000000000000.0,10000000000.0,4.526884317112604,1.3096720254705316,True,3.4565022609276626
10,0.5,0.01,5,1000000000000.0,30000000000.0,4.526884317112604,4.219932984942733,True,1.0727384376162163
10,0.5,0.01,5,1000000000000.0,100000000000.0,4.526884317112604,20.16240158105303,False,0.22452108688116787
10,0.5,0.01,5,5000000000000.0,10000000000.0,4.526884317112604,0.2551295522048612,True,17.74347298457081
10,0.5,0.01,5,5000000000000.0,30000000000.0,4.526884317112604,0.7754162468074799,True,5.83800550446364
10,0.5,0.01,5,5000000000000.0,100000000000.0,4.526884317112604,2.7116482773599966,True,1.6694216410396272
10,0.5,0.01,7,100000000000.0,10000000000.0,4.526884317112604,14.401715415037879,False,0.314329521633635
10,0.5,0.01,7,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,7,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,7,500000000000.0,10000000000.0,4.526884317112604,1.9368916266857121,True,2.3371902974554777
10,0.5,0.01,7,500000000000.0,30000000000.0,4.526884317112604,6.844615996122056,False,0.6613788588983507
10,0.5,0.01,7,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,7,1000000000000.0,10000000000.0,4.526884317112604,0.9354800181932369,True,4.839103165298727
10,0.5,0.01,7,1000000000000.0,30000000000.0,4.526884317112604,3.0142378463876667,True,1.5018338126627027
10,0.5,0.01,7,1000000000000.0,100000000000.0,4.526884317112604,14.401715415037879,False,0.314329521633635
10,0.5,0.01,7,5000000000000.0,10000000000.0,4.526884317112604,0.18223539443204376,True,24.84086217839913
10,0.5,0.01,7,5000000000000.0,30000000000.0,4.526884317112604,0.5538687477196286,True,8.173207706249094
10,0.5,0.01,7,5000000000000.0,100000000000.0,4.526884317112604,1.9368916266857121,True,2.3371902974554777
10,0.5,0.01,10,100000000000.0,10000000000.0,4.526884317112604,10.081200790526514,False,0.44904217376233574
10,0.5,0.01,10,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,10,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,10,500000000000.0,10000000000.0,4.526884317112604,1.3558241386799983,True,3.3388432820792544
10,0.5,0.01,10,500000000000.0,30000000000.0,4.526884317112604,4.7912311972854384,False,0.9448269412833583
10,0.5,0.01,10,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.01,10,1000000000000.0,10000000000.0,4.526884317112604,0.6548360127352658,True,6.913004521855325
10,0.5,0.01,10,1000000000000.0,30000000000.0,4.526884317112604,2.1099664924713664,True,2.1454768752324327
10,0.5,0.01,10,1000000000000.0,100000000000.0,4.526884317112604,10.081200790526514,False,0.44904217376233574
10,0.5,0.01,10,5000000000000.0,10000000000.0,4.526884317112604,0.1275647761024306,True,35.48694596914162
10,0.5,0.01,10,5000000000000.0,30000000000.0,4.526884317112604,0.38770812340373995,True,11.67601100892728
10,0.5,0.01,10,5000000000000.0,100000000000.0,4.526884317112604,1.3558241386799983,True,3.3388432820792544
10,0.5,0.02,3,100000000000.0,10000000000.0,4.526884317112604,16.717141281936534,False,0.2707929687717638
10,0.5,0.02,3,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,3,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,3,500000000000.0,10000000000.0,4.526884317112604,2.2482940426176836,True,2.0134752088930337
10,0.5,0.02,3,500000000000.0,30000000000.0,4.526884317112604,7.945054414024764,False,0.5697738594617627
10,0.5,0.02,3,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,3,1000000000000.0,10000000000.0,4.526884317112604,1.0858811731716038,True,4.1688579090939
10,0.5,0.02,3,1000000000000.0,30000000000.0,4.526884317112604,3.498849858038957,True,1.2938206841632929
10,0.5,0.02,3,1000000000000.0,100000000000.0,4.526884317112604,16.717141281936534,False,0.2707929687717638
10,0.5,0.02,3,5000000000000.0,10000000000.0,4.526884317112604,0.21153416433356828,True,21.400251497787178
10,0.5,0.02,3,5000000000000.0,30000000000.0,4.526884317112604,0.6429166137813134,True,7.041168668029495
10,0.5,0.02,3,5000000000000.0,100000000000.0,4.526884317112604,2.2482940426176836,True,2.0134752088930337
10,0.5,0.02,5,100000000000.0,10000000000.0,4.526884317112604,10.03028476916192,False,0.4513216146196064
10,0.5,0.02,5,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,5,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,5,500000000000.0,10000000000.0,4.526884317112604,1.34897642557061,True,3.355792014821723
10,0.5,0.02,5,500000000000.0,30000000000.0,4.526884317112604,4.767032648414858,False,0.949623099102938
10,0.5,0.02,5,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,5,1000000000000.0,10000000000.0,4.526884317112604,0.6515287039029622,True,6.948096515156501
10,0.5,0.02,5,1000000000000.0,30000000000.0,4.526884317112604,2.099309914823374,True,2.156367806938822
10,0.5,0.02,5,1000000000000.0,100000000000.0,4.526884317112604,10.03028476916192,False,0.4513216146196064
10,0.5,0.02,5,5000000000000.0,10000000000.0,4.526884317112604,0.12692049860014096,True,35.6670858296453
10,0.5,0.02,5,5000000000000.0,30000000000.0,4.526884317112604,0.38574996826878793,True,11.735281113382495
10,0.5,0.02,5,5000000000000.0,100000000000.0,4.526884317112604,1.34897642557061,True,3.355792014821723
10,0.5,0.02,7,100000000000.0,10000000000.0,4.526884317112604,7.164489120829943,False,0.631850260467449
10,0.5,0.02,7,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,7,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,7,500000000000.0,10000000000.0,4.526884317112604,0.963554589693293,True,4.698108820750412
10,0.5,0.02,7,500000000000.0,30000000000.0,4.526884317112604,3.405023320296327,True,1.3294723387441132
10,0.5,0.02,7,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,7,1000000000000.0,10000000000.0,4.526884317112604,0.465377645644973,True,9.7273351212191
10,0.5,0.02,7,1000000000000.0,30000000000.0,4.526884317112604,1.4995070820166958,True,3.01891492971435
10,0.5,0.02,7,1000000000000.0,100000000000.0,4.526884317112604,7.164489120829943,False,0.631850260467449
10,0.5,0.02,7,5000000000000.0,10000000000.0,4.526884317112604,0.09065749900010069,True,49.933920161503416
10,0.5,0.02,7,5000000000000.0,30000000000.0,4.526884317112604,0.27553569162056285,True,16.42939355873549
10,0.5,0.02,7,5000000000000.0,100000000000.0,4.526884317112604,0.963554589693293,True,4.698108820750412
10,0.5,0.02,10,100000000000.0,10000000000.0,4.526884317112604,5.01514238458096,False,0.9026432292392128
10,0.5,0.02,10,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,10,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,10,500000000000.0,10000000000.0,4.526884317112604,0.674488212785305,True,6.711584029643446
10,0.5,0.02,10,500000000000.0,30000000000.0,4.526884317112604,2.383516324207429,True,1.899246198205876
10,0.5,0.02,10,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.02,10,1000000000000.0,10000000000.0,4.526884317112604,0.3257643519514811,True,13.896193030313002
10,0.5,0.02,10,1000000000000.0,30000000000.0,4.526884317112604,1.049654957411687,True,4.312735613877644
10,0.5,0.02,10,1000000000000.0,100000000000.0,4.526884317112604,5.01514238458096,False,0.9026432292392128
10,0.5,0.02,10,5000000000000.0,10000000000.0,4.526884317112604,0.06346024930007048,True,71.3341716592906
10,0.5,0.02,10,5000000000000.0,30000000000.0,4.526884317112604,0.19287498413439397,True,23.47056222676499
10,0.5,0.02,10,5000000000000.0,100000000000.0,4.526884317112604,0.674488212785305,True,6.711584029643446
10,0.5,0.05,3,100000000000.0,10000000000.0,4.526884317112604,6.584320943646719,False,0.6875248572870134
10,0.5,0.05,3,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,3,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,3,500000000000.0,10000000000.0,4.526884317112604,0.8855275733225669,True,5.112076070231657
10,0.5,0.05,3,500000000000.0,30000000000.0,4.526884317112604,3.1292903071413227,True,1.4466169235822721
10,0.5,0.05,3,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,3,1000000000000.0,10000000000.0,4.526884317112604,0.4276921532362153,True,10.584445571093738
10,0.5,0.05,3,1000000000000.0,30000000000.0,4.526884317112604,1.3780795418564864,True,3.284922371762511
10,0.5,0.05,3,1000000000000.0,100000000000.0,4.526884317112604,6.584320943646719,False,0.6875248572870134
10,0.5,0.05,3,5000000000000.0,10000000000.0,4.526884317112604,0.08331620849692165,True,54.33377728992387
10,0.5,0.05,3,5000000000000.0,30000000000.0,4.526884317112604,0.25322327865427685,True,17.877046459433583
10,0.5,0.05,3,5000000000000.0,100000000000.0,4.526884317112604,0.8855275733225669,True,5.112076070231657
10,0.5,0.05,5,100000000000.0,10000000000.0,4.526884317112604,3.950592566188031,True,1.1458747621450225
10,0.5,0.05,5,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,5,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,5,500000000000.0,10000000000.0,4.526884317112604,0.53131654399354,True,8.520126783719432
10,0.5,0.05,5,500000000000.0,30000000000.0,4.526884317112604,1.8775741842847935,True,2.4110282059704535
10,0.5,0.05,5,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,5,1000000000000.0,10000000000.0,4.526884317112604,0.2566152919417291,True,17.64074261848957
10,0.5,0.05,5,1000000000000.0,30000000000.0,4.526884317112604,0.8268477251138917,True,5.474870619604186
10,0.5,0.05,5,1000000000000.0,100000000000.0,4.526884317112604,3.950592566188031,True,1.1458747621450225
10,0.5,0.05,5,5000000000000.0,10000000000.0,4.526884317112604,0.049989725098152984,True,90.55629548320645
10,0.5,0.05,5,5000000000000.0,30000000000.0,4.526884317112604,0.1519339671925661,True,29.795077432389306
10,0.5,0.05,5,5000000000000.0,100000000000.0,4.526884317112604,0.53131654399354,True,8.520126783719432
10,0.5,0.05,7,100000000000.0,10000000000.0,4.526884317112604,2.821851832991451,True,1.6042246670030311
10,0.5,0.05,7,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,7,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,7,500000000000.0,10000000000.0,4.526884317112604,0.37951181713824295,True,11.928177497207201
10,0.5,0.05,7,500000000000.0,30000000000.0,4.526884317112604,1.341124417346281,True,3.375439488358635
10,0.5,0.05,7,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,7,1000000000000.0,10000000000.0,4.526884317112604,0.18329663710123512,True,24.69703966588539
10,0.5,0.05,7,1000000000000.0,30000000000.0,4.526884317112604,0.5906055179384941,True,7.664818867445859
10,0.5,0.05,7,1000000000000.0,100000000000.0,4.526884317112604,2.821851832991451,True,1.6042246670030311
10,0.5,0.05,7,5000000000000.0,10000000000.0,4.526884317112604,0.035706946498680704,True,100.0
10,0.5,0.05,7,5000000000000.0,30000000000.0,4.526884317112604,0.10852426228040436,True,41.713108405345025
10,0.5,0.05,7,5000000000000.0,100000000000.0,4.526884317112604,0.37951181713824295,True,11.928177497207201
10,0.5,0.05,10,100000000000.0,10000000000.0,4.526884317112604,1.9752962830940155,True,2.291749524290045
10,0.5,0.05,10,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,10,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,10,500000000000.0,10000000000.0,4.526884317112604,0.26565827199677,True,17.040253567438864
10,0.5,0.05,10,500000000000.0,30000000000.0,4.526884317112604,0.9387870921423968,True,4.822056411940907
10,0.5,0.05,10,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.05,10,1000000000000.0,10000000000.0,4.526884317112604,0.12830764597086455,True,35.28148523697914
10,0.5,0.05,10,1000000000000.0,30000000000.0,4.526884317112604,0.41342386255694585,True,10.949741239208372
10,0.5,0.05,10,1000000000000.0,100000000000.0,4.526884317112604,1.9752962830940155,True,2.291749524290045
10,0.5,0.05,10,5000000000000.0,10000000000.0,4.526884317112604,0.024994862549076492,True,100.0
10,0.5,0.05,10,5000000000000.0,30000000000.0,4.526884317112604,0.07596698359628305,True,59.59015486477861
10,0.5,0.05,10,5000000000000.0,100000000000.0,4.526884317112604,0.26565827199677,True,17.040253567438864
10,0.5,0.1,3,100000000000.0,10000000000.0,4.526884317112604,3.205484620077397,True,1.4122308647992519
10,0.5,0.1,3,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,3,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,3,500000000000.0,10000000000.0,4.526884317112604,0.4311067217461339,True,10.50061177143592
10,0.5,0.1,3,500000000000.0,30000000000.0,4.526884317112604,1.5234512468560177,True,2.9714664820780063
10,0.5,0.1,3,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,3,1000000000000.0,10000000000.0,4.526884317112604,0.20821594680151914,True,21.74129497116681
10,0.5,0.1,3,1000000000000.0,30000000000.0,4.526884317112604,0.6708987630572111,True,6.74749241820643
10,0.5,0.1,3,1000000000000.0,100000000000.0,4.526884317112604,3.205484620077397,True,1.4122308647992519
10,0.5,0.1,3,5000000000000.0,10000000000.0,4.526884317112604,0.040561331567189426,True,100.0
10,0.5,0.1,3,5000000000000.0,30000000000.0,4.526884317112604,0.12327821382326126,True,36.72087854551985
10,0.5,0.1,3,5000000000000.0,100000000000.0,4.526884317112604,0.4311067217461339,True,10.50061177143592
10,0.5,0.1,5,100000000000.0,10000000000.0,4.526884317112604,1.9232907720464383,True,2.353718107998753
10,0.5,0.1,5,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,5,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
