z,alpha,epsilon,N_dyn,M_halo,M_star_target,A_available,A_needed,feasible,margin
10,0.5,0.1,5,500000000000.0,10000000000.0,4.526884317112604,0.2586640330476803,True,17.501019619059868
10,0.5,0.1,5,500000000000.0,30000000000.0,4.526884317112604,0.9140707481136106,True,4.952444136796678
10,0.5,0.1,5,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,5,1000000000000.0,10000000000.0,4.526884317112604,0.12492956808091148,True,36.23549161861135
10,0.5,0.1,5,1000000000000.0,30000000000.0,4.526884317112604,0.4025392578343266,True,11.245820697010718
10,0.5,0.1,5,1000000000000.0,100000000000.0,4.526884317112604,1.9232907720464383,True,2.353718107998753
10,0.5,0.1,5,5000000000000.0,10000000000.0,4.526884317112604,0.024336798940313653,True,100.0
10,0.5,0.1,5,5000000000000.0,30000000000.0,4.526884317112604,0.07396692829395675,True,61.2014642425331
10,0.5,0.1,5,5000000000000.0,100000000000.0,4.526884317112604,0.2586640330476803,True,17.501019619059868
10,0.5,0.1,7,100000000000.0,10000000000.0,4.526884317112604,1.3737791228903133,True,3.2952053511982533
10,0.5,0.1,7,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,7,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,7,500000000000.0,10000000000.0,4.526884317112604,0.18476002360548596,True,24.501427466683815
10,0.5,0.1,7,500000000000.0,30000000000.0,4.526884317112604,0.6529076772240077,True,6.9334217915153475
10,0.5,0.1,7,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,7,1000000000000.0,10000000000.0,4.526884317112604,0.08923540577207964,True,50.72968826605588
10,0.5,0.1,7,1000000000000.0,30000000000.0,4.526884317112604,0.28752804131023335,True,15.744148975815001
10,0.5,0.1,7,1000000000000.0,100000000000.0,4.526884317112604,1.3737791228903133,True,3.2952053511982533
10,0.5,0.1,7,5000000000000.0,10000000000.0,4.526884317112604,0.017383427814509755,True,100.0
10,0.5,0.1,7,5000000000000.0,30000000000.0,4.526884317112604,0.05283352020996911,True,85.68204993954633
10,0.5,0.1,7,5000000000000.0,100000000000.0,4.526884317112604,0.18476002360548596,True,24.501427466683815
10,0.5,0.1,10,100000000000.0,10000000000.0,4.526884317112604,0.9616453860232191,True,4.707436215997506
10,0.5,0.1,10,100000000000.0,30000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,10,100000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,10,500000000000.0,10000000000.0,4.526884317112604,0.12933201652384016,True,35.002039238119735
10,0.5,0.1,10,500000000000.0,30000000000.0,4.526884317112604,0.4570353740568053,True,9.904888273593356
10,0.5,0.1,10,500000000000.0,100000000000.0,4.526884317112604,inf,False,0.0
10,0.5,0.1,10,1000000000000.0,10000000000.0,4.526884317112604,0.06246478404045574,True,72.4709832372227
10,0.5,0.1,10,1000000000000.0,30000000000.0,4.526884317112604,0.2012696289171633,True,22.491641394021435
10,0.5,0.1,10,1000000000000.0,100000000000.0,4.526884317112604,0.9616453860232191,True,4.707436215997506
10,0.5,0.1,10,5000000000000.0,10000000000.0,4.526884317112604,0.012168399470156827,True,100.0
10,0.5,0.1,10,5000000000000.0,30000000000.0,4.526884317112604,0.036983464146978375,True,100.0
10,0.5,0.1,10,5000000000000.0,100000000000.0,4.526884317112604,0.12933201652384016,True,35.002039238119735
10,0.75,0.01,3,100000000000.0,10000000000.0,9.631614560576741,33.60400263508838,False,0.2866210512232157
10,0.75,0.01,3,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,3,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,3,500000000000.0,10000000000.0,9.631614560576741,4.519413795599994,True,2.131164570492279
10,0.75,0.01,3,500000000000.0,30000000000.0,9.631614560576741,15.970770657618129,False,0.6030776326991095
10,0.75,0.01,3,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,3,1000000000000.0,10000000000.0,9.631614560576741,2.182786709117553,True,4.412531247485269
10,0.75,0.01,3,1000000000000.0,30000000000.0,9.631614560576741,7.033221641571221,True,1.369445618441372
10,0.75,0.01,3,1000000000000.0,100000000000.0,9.631614560576741,33.60400263508838,False,0.2866210512232157
10,0.75,0.01,3,5000000000000.0,10000000000.0,9.631614560576741,0.42521592034143535,True,22.651114645102776
10,0.75,0.01,3,5000000000000.0,30000000000.0,9.631614560576741,1.2923604113457998,True,7.452731046246501
10,0.75,0.01,3,5000000000000.0,100000000000.0,9.631614560576741,4.519413795599994,True,2.131164570492279
10,0.75,0.01,5,100000000000.0,10000000000.0,9.631614560576741,20.16240158105303,False,0.4777017520386928
10,0.75,0.01,5,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,5,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,5,500000000000.0,10000000000.0,9.631614560576741,2.7116482773599966,True,3.5519409508204647
10,0.75,0.01,5,500000000000.0,30000000000.0,9.631614560576741,9.582462394570877,True,1.0051293878318492
10,0.75,0.01,5,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,5,1000000000000.0,10000000000.0,9.631614560576741,1.3096720254705316,True,7.354218745808783
10,0.75,0.01,5,1000000000000.0,30000000000.0,9.631614560576741,4.219932984942733,True,2.282409364068953
10,0.75,0.01,5,1000000000000.0,100000000000.0,9.631614560576741,20.16240158105303,False,0.4777017520386928
10,0.75,0.01,5,5000000000000.0,10000000000.0,9.631614560576741,0.2551295522048612,True,37.75185774183796
10,0.75,0.01,5,5000000000000.0,30000000000.0,9.631614560576741,0.7754162468074799,True,12.421218410410836
10,0.75,0.01,5,5000000000000.0,100000000000.0,9.631614560576741,2.7116482773599966,True,3.5519409508204647
10,0.75,0.01,7,100000000000.0,10000000000.0,9.631614560576741,14.401715415037879,False,0.6687824528541698
10,0.75,0.01,7,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,7,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,7,500000000000.0,10000000000.0,9.631614560576741,1.9368916266857121,True,4.97271733114865
10,0.75,0.01,7,500000000000.0,30000000000.0,9.631614560576741,6.844615996122056,True,1.4071811429645886
10,0.75,0.01,7,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,7,1000000000000.0,10000000000.0,9.631614560576741,0.9354800181932369,True,10.295906244132295
10,0.75,0.01,7,1000000000000.0,30000000000.0,9.631614560576741,3.0142378463876667,True,3.1953731096965337
10,0.75,0.01,7,1000000000000.0,100000000000.0,9.631614560576741,14.401715415037879,False,0.6687824528541698
10,0.75,0.01,7,5000000000000.0,10000000000.0,9.631614560576741,0.18223539443204376,True,52.85260083857313
10,0.75,0.01,7,5000000000000.0,30000000000.0,9.631614560576741,0.5538687477196286,True,17.389705774575166
10,0.75,0.01,7,5000000000000.0,100000000000.0,9.631614560576741,1.9368916266857121,True,4.97271733114865
10,0.75,0.01,10,100000000000.0,10000000000.0,9.631614560576741,10.081200790526514,False,0.9554035040773856
10,0.75,0.01,10,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,10,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,10,500000000000.0,10000000000.0,9.631614560576741,1.3558241386799983,True,7.103881901640929
10,0.75,0.01,10,500000000000.0,30000000000.0,9.631614560576741,4.7912311972854384,True,2.0102587756636985
10,0.75,0.01,10,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.01,10,1000000000000.0,10000000000.0,9.631614560576741,0.6548360127352658,True,14.708437491617566
10,0.75,0.01,10,1000000000000.0,30000000000.0,9.631614560576741,2.1099664924713664,True,4.564818728137906
10,0.75,0.01,10,1000000000000.0,100000000000.0,9.631614560576741,10.081200790526514,False,0.9554035040773856
10,0.75,0.01,10,5000000000000.0,10000000000.0,9.631614560576741,0.1275647761024306,True,75.50371548367592
10,0.75,0.01,10,5000000000000.0,30000000000.0,9.631614560576741,0.38770812340373995,True,24.84243682082167
10,0.75,0.01,10,5000000000000.0,100000000000.0,9.631614560576741,1.3558241386799983,True,7.103881901640929
10,0.75,0.02,3,100000000000.0,10000000000.0,9.631614560576741,16.717141281936534,False,0.5761520105703745
10,0.75,0.02,3,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,3,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,3,500000000000.0,10000000000.0,9.631614560576741,2.2482940426176836,True,4.2839656993276
10,0.75,0.02,3,500000000000.0,30000000000.0,9.631614560576741,7.945054414024764,True,1.2122779856076038
10,0.75,0.02,3,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,3,1000000000000.0,10000000000.0,9.631614560576741,1.0858811731716038,True,8.86986053220267
10,0.75,0.02,3,1000000000000.0,30000000000.0,9.631614560576741,3.498849858038957,True,2.7527944757181118
10,0.75,0.02,3,1000000000000.0,100000000000.0,9.631614560576741,16.717141281936534,False,0.5761520105703745
10,0.75,0.02,3,5000000000000.0,10000000000.0,9.631614560576741,0.21153416433356828,True,45.532193775510635
10,0.75,0.02,3,5000000000000.0,30000000000.0,9.631614560576741,0.6429166137813134,True,14.981125629851764
10,0.75,0.02,3,5000000000000.0,100000000000.0,9.631614560576741,2.2482940426176836,True,4.2839656993276
10,0.75,0.02,5,100000000000.0,10000000000.0,9.631614560576741,10.03028476916192,False,0.9602533509506241
10,0.75,0.02,5,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,5,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,5,500000000000.0,10000000000.0,9.631614560576741,1.34897642557061,True,7.139942832212667
10,0.75,0.02,5,500000000000.0,30000000000.0,9.631614560576741,4.767032648414858,True,2.0204633093460065
10,0.75,0.02,5,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,5,1000000000000.0,10000000000.0,9.631614560576741,0.6515287039029622,True,14.783100887004451
10,0.75,0.02,5,1000000000000.0,30000000000.0,9.631614560576741,2.099309914823374,True,4.587990792863521
10,0.75,0.02,5,1000000000000.0,100000000000.0,9.631614560576741,10.03028476916192,False,0.9602533509506241
10,0.75,0.02,5,5000000000000.0,10000000000.0,9.631614560576741,0.12692049860014096,True,75.88698962585106
10,0.75,0.02,5,5000000000000.0,30000000000.0,9.631614560576741,0.38574996826878793,True,24.968542716419613
10,0.75,0.02,5,5000000000000.0,100000000000.0,9.631614560576741,1.34897642557061,True,7.139942832212667
10,0.75,0.02,7,100000000000.0,10000000000.0,9.631614560576741,7.164489120829943,True,1.3443546913308737
10,0.75,0.02,7,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,7,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,7,500000000000.0,10000000000.0,9.631614560576741,0.963554589693293,True,9.995919965097732
10,0.75,0.02,7,500000000000.0,30000000000.0,9.631614560576741,3.405023320296327,True,2.8286486330844087
10,0.75,0.02,7,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,7,1000000000000.0,10000000000.0,9.631614560576741,0.465377645644973,True,20.69634124180623
10,0.75,0.02,7,1000000000000.0,30000000000.0,9.631614560576741,1.4995070820166958,True,6.423187110008929
10,0.75,0.02,7,1000000000000.0,100000000000.0,9.631614560576741,7.164489120829943,True,1.3443546913308737
10,0.75,0.02,7,5000000000000.0,10000000000.0,9.631614560576741,0.09065749900010069,True,100.0
10,0.75,0.02,7,5000000000000.0,30000000000.0,9.631614560576741,0.27553569162056285,True,34.95595980298745
10,0.75,0.02,7,5000000000000.0,100000000000.0,9.631614560576741,0.963554589693293,True,9.995919965097732
10,0.75,0.02,10,100000000000.0,10000000000.0,9.631614560576741,5.01514238458096,True,1.9205067019012483
10,0.75,0.02,10,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,10,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,10,500000000000.0,10000000000.0,9.631614560576741,0.674488212785305,True,14.279885664425334
10,0.75,0.02,10,500000000000.0,30000000000.0,9.631614560576741,2.383516324207429,True,4.040926618692013
10,0.75,0.02,10,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.02,10,1000000000000.0,10000000000.0,9.631614560576741,0.3257643519514811,True,29.566201774008903
10,0.75,0.02,10,1000000000000.0,30000000000.0,9.631614560576741,1.049654957411687,True,9.175981585727042
10,0.75,0.02,10,1000000000000.0,100000000000.0,9.631614560576741,5.01514238458096,True,1.9205067019012483
10,0.75,0.02,10,5000000000000.0,10000000000.0,9.631614560576741,0.06346024930007048,True,100.0
10,0.75,0.02,10,5000000000000.0,30000000000.0,9.631614560576741,0.19287498413439397,True,49.937085432839226
10,0.75,0.02,10,5000000000000.0,100000000000.0,9.631614560576741,0.674488212785305,True,14.279885664425334
10,0.75,0.05,3,100000000000.0,10000000000.0,9.631614560576741,6.584320943646719,True,1.4628106137308492
10,0.75,0.05,3,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,3,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,3,500000000000.0,10000000000.0,9.631614560576741,0.8855275733225669,True,10.876696390647881
10,0.75,0.05,3,500000000000.0,30000000000.0,9.631614560576741,3.1292903071413227,True,3.077891028070016
10,0.75,0.05,3,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,3,1000000000000.0,10000000000.0,9.631614560576741,0.4276921532362153,True,22.519970234892714
10,0.75,0.05,3,1000000000000.0,30000000000.0,9.631614560576741,1.3780795418564864,True,6.989157206122853
10,0.75,0.05,3,1000000000000.0,100000000000.0,9.631614560576741,6.584320943646719,True,1.4628106137308492
10,0.75,0.05,3,5000000000000.0,10000000000.0,9.631614560576741,0.08331620849692165,True,100.0
10,0.75,0.05,3,5000000000000.0,30000000000.0,9.631614560576741,0.25322327865427685,True,38.03605502528338
10,0.75,0.05,3,5000000000000.0,100000000000.0,9.631614560576741,0.8855275733225669,True,10.876696390647881
10,0.75,0.05,5,100000000000.0,10000000000.0,9.631614560576741,3.950592566188031,True,2.438017689551416
10,0.75,0.05,5,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,5,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,5,500000000000.0,10000000000.0,9.631614560576741,0.53131654399354,True,18.127827317746476
10,0.75,0.05,5,500000000000.0,30000000000.0,9.631614560576741,1.8775741842847935,True,5.129818380116693
10,0.75,0.05,5,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,5,1000000000000.0,10000000000.0,9.631614560576741,0.2566152919417291,True,37.533283724821196
10,0.75,0.05,5,1000000000000.0,30000000000.0,9.631614560576741,0.8268477251138917,True,11.648595343538089
10,0.75,0.05,5,1000000000000.0,100000000000.0,9.631614560576741,3.950592566188031,True,2.438017689551416
10,0.75,0.05,5,5000000000000.0,10000000000.0,9.631614560576741,0.049989725098152984,True,100.0
10,0.75,0.05,5,5000000000000.0,30000000000.0,9.631614560576741,0.1519339671925661,True,63.39342504213897
10,0.75,0.05,5,5000000000000.0,100000000000.0,9.631614560576741,0.53131654399354,True,18.127827317746476
10,0.75,0.05,7,100000000000.0,10000000000.0,9.631614560576741,2.821851832991451,True,3.4132247653719814
10,0.75,0.05,7,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,7,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,7,500000000000.0,10000000000.0,9.631614560576741,0.37951181713824295,True,25.37895824484506
10,0.75,0.05,7,500000000000.0,30000000000.0,9.631614560576741,1.341124417346281,True,7.181745732163371
10,0.75,0.05,7,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,7,1000000000000.0,10000000000.0,9.631614560576741,0.18329663710123512,True,52.54659721474967
10,0.75,0.05,7,1000000000000.0,30000000000.0,9.631614560576741,0.5906055179384941,True,16.308033480953323
10,0.75,0.05,7,1000000000000.0,100000000000.0,9.631614560576741,2.821851832991451,True,3.4132247653719814
10,0.75,0.05,7,5000000000000.0,10000000000.0,9.631614560576741,0.035706946498680704,True,100.0
10,0.75,0.05,7,5000000000000.0,30000000000.0,9.631614560576741,0.10852426228040436,True,88.75079505899456
10,0.75,0.05,7,5000000000000.0,100000000000.0,9.631614560576741,0.37951181713824295,True,25.37895824484506
10,0.75,0.05,10,100000000000.0,10000000000.0,9.631614560576741,1.9752962830940155,True,4.876035379102832
10,0.75,0.05,10,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,10,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,10,500000000000.0,10000000000.0,9.631614560576741,0.26565827199677,True,36.25565463549295
10,0.75,0.05,10,500000000000.0,30000000000.0,9.631614560576741,0.9387870921423968,True,10.259636760233386
10,0.75,0.05,10,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.05,10,1000000000000.0,10000000000.0,9.631614560576741,0.12830764597086455,True,75.06656744964239
10,0.75,0.05,10,1000000000000.0,30000000000.0,9.631614560576741,0.41342386255694585,True,23.297190687076178
10,0.75,0.05,10,1000000000000.0,100000000000.0,9.631614560576741,1.9752962830940155,True,4.876035379102832
10,0.75,0.05,10,5000000000000.0,10000000000.0,9.631614560576741,0.024994862549076492,True,100.0
10,0.75,0.05,10,5000000000000.0,30000000000.0,9.631614560576741,0.07596698359628305,True,100.0
10,0.75,0.05,10,5000000000000.0,100000000000.0,9.631614560576741,0.26565827199677,True,36.25565463549295
10,0.75,0.1,3,100000000000.0,10000000000.0,9.631614560576741,3.205484620077397,True,3.0047296125676572
10,0.75,0.1,3,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.1,3,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.1,3,500000000000.0,10000000000.0,9.631614560576741,0.4311067217461339,True,22.34160145210753
10,0.75,0.1,3,500000000000.0,30000000000.0,9.631614560576741,1.5234512468560177,True,6.322233534190039
10,0.75,0.1,3,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.1,3,1000000000000.0,10000000000.0,9.631614560576741,0.20821594680151914,True,46.25781410372968
10,0.75,0.1,3,1000000000000.0,30000000000.0,9.631614560576741,0.6708987630572111,True,14.35628606123306
10,0.75,0.1,3,1000000000000.0,100000000000.0,9.631614560576741,3.205484620077397,True,3.0047296125676572
10,0.75,0.1,3,5000000000000.0,10000000000.0,9.631614560576741,0.040561331567189426,True,100.0
10,0.75,0.1,3,5000000000000.0,30000000000.0,9.631614560576741,0.12327821382326126,True,78.12908917049349
10,0.75,0.1,3,5000000000000.0,100000000000.0,9.631614560576741,0.4311067217461339,True,22.34160145210753
10,0.75,0.1,5,100000000000.0,10000000000.0,9.631614560576741,1.9232907720464383,True,5.007882687612762
10,0.75,0.1,5,100000000000.0,30000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.1,5,100000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.1,5,500000000000.0,10000000000.0,9.631614560576741,0.2586640330476803,True,37.23600242017922
10,0.75,0.1,5,500000000000.0,30000000000.0,9.631614560576741,0.9140707481136106,True,10.537055890316731
10,0.75,0.1,5,500000000000.0,100000000000.0,9.631614560576741,inf,False,0.0
10,0.75,0.1,5,1000000000000.0,10000000000.0,9.631614560576741,0.12492956808091148,True,77.09635683954947
10,0.75,0.1,5,1000000000000.0,30000000000.0,9.631614560576741,0.4025392578343266,True,23.927143435388437
