z,alpha,mu,g_normalized,warp_factor
4.454448897795591,1257341658225.1047,0.2244946620658008,628670829112.5524,0.050397853296038096
4.474468937875752,1283810674047.2976,0.22349020942689762,641905337023.6488,0.04994787370967856
4.494488977955912,1310714995246.9219,0.22249470516107456,655357497623.4609,0.0495038938247135
4.5145090180360725,1338059793861.5342,0.22150803022097532,669029896930.7671,0.049065807452376514
4.534529058116233,1365850279982.1494,0.22053006766162997,682925139991.0747,0.04863351074284309
4.554549098196393,1394091701862.408,0.21956070259424829,697045850931.204,0.048206902123679944
4.574569138276553,1422789346027.548,0.21859982214122686,711394673013.774,0.04778588224017602
4.594589178356713,1451948537383.1833,0.21764731539233217,725974268691.5917,0.047370353897489316
4.614609218436874,1481574639323.8809,0.2167030733620244,740787319661.9404,0.046960222004546935
4.634629258517034,1511673053841.5479,0.21576698894788732,755836526920.7739,0.04655539351963773
4.654649298597194,1542249221654.6772,0.21483895689013077,771124610827.3386,0.046155777397639465
4.674669338677355,1573308622330.914,0.2139188737321341,786654311165.457,0.04576128453882474
4.6946893787575155,1604856774324.244,0.213006637781999,802428387162.122,0.04537182773919172
4.714709418837676,1636899235118.55,0.2121021490750816,818449617559.275,0.04498732164226814
4.734729458917836,1669441601336.771,0.2112053093374756,834720800668.3855,0.044607682692338765
4.754749498997996,1702489508848.291,0.21031602195041768,851244754424.1455,0.04423282908904857
4.774769539078156,1736048632876.1396,0.20943419191558837,868024316438.0698,0.043862680743335505
4.794789579158317,1770124688103.998,0.2085597258212823,885062344051.999,0.04349715923464845
4.814809619238477,1804723428783.017,0.20769253180942235,902361714391.5085,0.04313618776940791
4.834829659318637,1839850648838.4436,0.20683251954339338,919925324419.2218,0.0427796911406682
