time,weak_pulse,strong_pulse
0.26756689172293074,-2.6788355580893075,-5.89343930625216
0.2680670167541886,-2.6966111972506184,-5.93254570828807
0.2685671417854464,-2.7144213983120675,-5.971728146493938
0.26906726681670423,-2.732265704477257,-6.010985615917837
0.269567391847962,-2.750143657037458,-6.050317107400714
0.2700675168792198,-2.7680547953893804,-6.089721607615466
0.27056764191047766,-2.7859986570529633,-6.12919809910611
0.27106776694173546,-2.8039747776891946,-6.168745560326955
0.2715678919729933,-2.821982691117951,-6.20836296568188
0.2720680170042511,-2.8400219293358644,-6.248049285563617
0.2725681420355089,-2.8580920225342066,-6.2878034863931065
0.27306826706676673,-2.876192499116799,-6.327624530658895
0.2735683920980245,-2.894322885717945,-6.367511376956594
0.2740685171292824,-2.9124827072203785,-6.407462980028358
0.27456864216054017,-2.930671486773239,-6.447478290802433
0.27506876719179796,-2.948888745810059,-6.487556256432739
0.2755688922230558,-2.967134004066778,-6.5276958203384705
0.2760690172543136,-2.9854067795997716,-6.567895922243793
0.27656914228557145,-3.0037065888038983,-6.608155498217542
0.27706926731682924,-3.022032946430567,-6.64847348071295
0.27756939234808703,-3.040385365605816,-6.688848798607445
0.2780695173793449,-3.058763357848415,-6.729280377242457
0.27856964241060267,-3.077166433087979,-6.7697671384632745
0.2790697674418605,-3.0955940996831,-6.810308000658941
0.2795698924731183,-3.114045864439491,-6.850901878802161
0.2800700175043761,-3.1325212326281457,-6.8915476844892645
0.28057014253563395,-3.1510197080035125,-6.93224432598017
0.28107026756689174,-3.1695407928216826,-6.972990708238416
0.2815703925981496,-3.18808398785859,-7.013785732971193
0.2820705176294074,-3.206648792428222,-7.054628298669404
0.28257064266066517,-3.2252347044008443,-7.095517300647771
0.283070767691923,-3.243841220221234,-7.136451631084941
0.2835708927231808,-3.262467834926927,-7.177430179063623
0.28407101775443866,-3.2811140421664726,-7.218451830610765
0.28457114278569645,-3.2997793342176998,-7.259515468737726
0.28507126781695424,-3.3184632020059914,-7.300619973480472
0.2855713928482121,-3.337165135122565,-7.341764221939821
0.2860715178794699,-3.355884621842767,-7.38294708832166
0.28657164291072773,-3.3746211491443687,-7.4241674439772245
0.2870717679419855,-3.3933742027258718,-7.465424157443354
0.2875718929732433,-3.4121432670248226,-7.506716094482772
0.28807201800450116,-3.430927825236127,-7.548042118124405
0.28857214303575895,-3.449727359330374,-7.589401088703687
0.2890722680670168,-3.4685413500721656,-7.630791863902865
0.2895723930982746,-3.4873692770384466,-7.672213298791351
0.2900725181295324,-3.5062106186368402,-7.713664245866045
0.29057264316079023,-3.525064852123994,-7.755143555091703
0.291072768192048,-3.543931453623914,-7.796650073941264
0.2915728932233059,-3.5628098981463165,-7.838182647436225
0.29207301825456367,-3.581699659604968,-7.8797401181870095
0.2925731432858215,-3.600600210836039,-7.921321326433312
0.2930732683170793,-3.61951102361645,-7.962925110084488
0.2935733933483371,-3.638431568682217,-8.0045503047599
0.29407351837959494,-3.657361315746808,-8.0461957438293
0.29457364341085274,-3.676299733519485,-8.087860258453185
0.2950737684421106,-3.69524628972365,-8.12954267762317
0.2955738934733684,-3.7142004511151954,-8.171241828202337
0.29607401850462617,-3.7331616835008443,-8.2129565349656
0.296574143535884,-3.7521294517564883,-8.254685620640045
0.2970742685671418,-3.771103219845525,-8.296427905945281
